3805534,18721981,24AUG2017:00:50:11
6147512,18722430,24AUG2017:01:07:10
6551050,18722464,24AUG2017:01:08:38
6501105,18722519,24AUG2017:01:11:11
6481191,18722621,24AUG2017:01:15:14
6551127,18722723,24AUG2017:01:19:47
3752984,18722861,24AUG2017:01:24:58
6022465,18723049,24AUG2017:01:33:06
6253301,18723275,24AUG2017:01:42:43
5512546,18723292,24AUG2017:01:43:30
3184579,18723308,24AUG2017:01:44:03
6551317,18723343,24AUG2017:01:45:53
2627203,18723349,24AUG2017:01:46:04
3998525,18723462,24AUG2017:01:51:05
6551365,18723584,24AUG2017:01:56:58
2825535,18723587,24AUG2017:01:57:12
4913488,18723664,24AUG2017:02:01:11
1719040,18723706,24AUG2017:02:03:13
5461088,18723877,24AUG2017:02:11:32
6542208,18724074,24AUG2017:02:21:58
6551434,18724218,24AUG2017:02:29:51
3525052,18724319,24AUG2017:02:35:20
4552110,18724385,24AUG2017:02:39:17
2012680,18724534,24AUG2017:02:47:30
3977877,18724600,24AUG2017:02:51:50
3984465,18724739,24AUG2017:02:59:15
6551727,18724778,24AUG2017:03:01:14
5747781,18724791,24AUG2017:03:01:44
6551657,18725175,24AUG2017:03:24:20
6551848,18725273,24AUG2017:03:32:44
1196026,18725805,24AUG2017:04:11:06
6552122,18726140,24AUG2017:04:38:25
3744584,18726177,24AUG2017:04:40:32
6552143,18726268,24AUG2017:04:47:36
6551919,18726303,24AUG2017:04:50:48
6547209,18726308,24AUG2017:04:51:00
584031,18726400,24AUG2017:04:58:15
6552199,18726575,24AUG2017:05:14:07
6552285,18726765,24AUG2017:05:30:56
5102814,18726924,24AUG2017:05:43:58
4651784,18726974,24AUG2017:05:47:58
3475091,18727274,24AUG2017:06:08:23
2392082,18727465,24AUG2017:06:19:37
3750201,18727477,24AUG2017:06:20:22
4357590,18727732,24AUG2017:06:33:43
2878744,18727752,24AUG2017:06:34:24
6552504,18727902,24AUG2017:06:41:15
4007412,18728164,24AUG2017:06:53:40
6552674,18728389,24AUG2017:07:04:31
6523920,18728794,24AUG2017:07:18:31
6552752,18728798,24AUG2017:07:18:43
