5118411,17792273,08AUG2017:12:35:33
6262416,17792380,08AUG2017:12:37:00
5027035,17792381,08AUG2017:12:37:02
1972097,17792429,08AUG2017:12:37:47
6262219,17792432,08AUG2017:12:37:49
1897982,17792457,08AUG2017:12:38:14
4418202,17792538,08AUG2017:12:39:18
6262440,17792565,08AUG2017:12:39:44
594220,17792792,08AUG2017:12:43:14
6262622,17792865,08AUG2017:12:44:21
2586344,17792950,08AUG2017:12:45:35
6258076,17793054,08AUG2017:12:46:55
5111172,17793111,08AUG2017:12:47:50
1092134,17793157,08AUG2017:12:48:35
3893006,17793230,08AUG2017:12:49:27
1813451,17793288,08AUG2017:12:50:23
1414868,17793291,08AUG2017:12:50:26
6192983,17793536,08AUG2017:12:53:56
2398514,17793714,08AUG2017:12:56:06
3979184,17793750,08AUG2017:12:56:34
2441800,17793752,08AUG2017:12:56:37
5042290,17794090,08AUG2017:13:01:32
5433040,17794147,08AUG2017:13:02:27
6262597,17794195,08AUG2017:13:03:11
5860492,17794392,08AUG2017:13:06:16
5061624,17794549,08AUG2017:13:08:36
5862062,17794573,08AUG2017:13:09:00
3704989,17794631,08AUG2017:13:09:36
2971685,17794664,08AUG2017:13:09:59
5916247,17794718,08AUG2017:13:10:53
4739805,17794936,08AUG2017:13:14:01
6263188,17795059,08AUG2017:13:15:31
6263118,17795083,08AUG2017:13:15:48
2326899,17795222,08AUG2017:13:17:46
4343944,17795247,08AUG2017:13:18:03
3294501,17795266,08AUG2017:13:18:27
6263540,17795286,08AUG2017:13:18:43
6263062,17795568,08AUG2017:13:23:22
6263603,17795580,08AUG2017:13:23:34
1631790,17795582,08AUG2017:13:23:36
2897601,17795722,08AUG2017:13:25:49
6263657,17795913,08AUG2017:13:28:21
2987465,17796059,08AUG2017:13:30:20
6260884,17796141,08AUG2017:13:31:36
3166455,17796183,08AUG2017:13:32:14
1947648,17796208,08AUG2017:13:32:40
904577,17796261,08AUG2017:13:33:31
1985845,17796300,08AUG2017:13:34:05
2306331,17796308,08AUG2017:13:34:12
4935179,17796340,08AUG2017:13:34:46
6263796,17796384,08AUG2017:13:35:30
6256491,17796490,08AUG2017:13:36:57
2731208,17796648,08AUG2017:13:39:21
4210626,17796818,08AUG2017:13:41:50
2233858,17796884,08AUG2017:13:42:42
6219688,17796985,08AUG2017:13:44:02
