3030686,16713286,22JUL2017:13:57:12
2827030,16713797,22JUL2017:14:05:43
5356570,16713813,22JUL2017:14:05:55
3712337,16713877,22JUL2017:14:07:02
1758937,16713910,22JUL2017:14:07:37
5938467,16714101,22JUL2017:14:10:31
5482519,16714238,22JUL2017:14:12:40
5939555,16714318,22JUL2017:14:13:53
2001677,16714802,22JUL2017:14:21:24
4902861,16714934,22JUL2017:14:23:11
3266336,16714983,22JUL2017:14:23:53
5939634,16714990,22JUL2017:14:24:00
5939661,16715197,22JUL2017:14:26:50
5939898,16715235,22JUL2017:14:27:24
1314108,16715403,22JUL2017:14:29:56
5939775,16715560,22JUL2017:14:32:00
5935940,16715734,22JUL2017:14:34:23
5508706,16715803,22JUL2017:14:35:26
3867782,16715987,22JUL2017:14:37:56
4508163,16715993,22JUL2017:14:38:04
5940100,16716154,22JUL2017:14:40:39
5938928,16716188,22JUL2017:14:41:20
1969818,16716397,22JUL2017:14:44:30
5940258,16716465,22JUL2017:14:45:29
1314785,16716491,22JUL2017:14:45:53
930094,16716781,22JUL2017:14:50:07
4514828,16716814,22JUL2017:14:50:36
5940208,16717125,22JUL2017:14:55:49
2727897,16717186,22JUL2017:14:56:46
5843177,16717255,22JUL2017:14:58:12
3892034,16717354,22JUL2017:15:00:19
4015927,16717997,22JUL2017:15:11:32
5940200,16718002,22JUL2017:15:11:39
5940842,16718265,22JUL2017:15:15:40
5940580,16718337,22JUL2017:15:16:48
5941015,16718468,22JUL2017:15:18:47
5936652,16718631,22JUL2017:15:21:23
5940919,16718875,22JUL2017:15:25:32
5941202,16719167,22JUL2017:15:30:17
5552027,16719345,22JUL2017:15:33:31
5520609,16719604,22JUL2017:15:37:32
904583,16719678,22JUL2017:15:38:47
5941382,16719813,22JUL2017:15:41:09
5941391,16719824,22JUL2017:15:41:17
4547158,16719927,22JUL2017:15:42:56
5935866,16720006,22JUL2017:15:43:47
5941493,16720022,22JUL2017:15:43:59
5941098,16720270,22JUL2017:15:48:03
5941448,16720750,22JUL2017:15:56:07
3206584,16720876,22JUL2017:15:58:11
1319467,16721024,22JUL2017:16:00:25
1111593,16721333,22JUL2017:16:05:23
5893557,16721442,22JUL2017:16:07:14
335275,16721528,22JUL2017:16:08:34
5941706,16721587,22JUL2017:16:09:37
1409739,16721595,22JUL2017:16:09:47
4803172,16721762,22JUL2017:16:12:54
5941276,16721887,22JUL2017:16:14:58
5941998,16721983,22JUL2017:16:16:25
5942154,16722043,22JUL2017:16:17:31
1892715,16722045,22JUL2017:16:17:34
5477716,16722086,22JUL2017:16:18:11
5942067,16722122,22JUL2017:16:18:45
5662332,16722265,22JUL2017:16:21:16
2202103,16722614,22JUL2017:16:27:38
5417376,16722846,22JUL2017:16:31:59
5942331,16722876,22JUL2017:16:32:24
5577194,16722897,22JUL2017:16:32:44
5942270,16722903,22JUL2017:16:32:48
5851652,16722934,22JUL2017:16:33:25
5942491,16723116,22JUL2017:16:36:42
5942487,16723256,22JUL2017:16:39:26
5942439,16723418,22JUL2017:16:42:02
4555230,16723539,22JUL2017:16:44:14
5942698,16723720,22JUL2017:16:47:17
5942462,16723799,22JUL2017:16:48:33
3110283,16723918,22JUL2017:16:50:18
4631411,16724143,22JUL2017:16:54:07
5942891,16724283,22JUL2017:16:56:39
5445603,16724479,22JUL2017:16:59:39
