2060307,5070541,03JAN2017:03:02:12
2208140,6514213,09FEB2017:17:21:33
1968374,7646845,08MAR2017:08:19:15
2847287,7709871,09MAR2017:10:00:05
415444,8278109,21MAR2017:20:20:33
3387467,8880025,03APR2017:08:29:02
1198044,10426445,27APR2017:21:40:49
2776439,10733250,01MAY2017:09:13:29
3476346,12153811,19MAY2017:09:08:23
1699053,12331794,21MAY2017:17:09:13
5492105,15357236,30JUN2017:17:07:36
4695208,15357622,30JUN2017:17:10:14
4830367,15358267,30JUN2017:17:14:15
5490455,15358284,30JUN2017:17:14:24
4540343,15360666,30JUN2017:17:30:07
5492859,15360885,30JUN2017:17:31:48
5493203,15362777,30JUN2017:17:45:27
5465174,15363911,30JUN2017:17:53:38
5490637,15364918,30JUN2017:18:01:09
5493961,15366513,30JUN2017:18:13:39
3596593,15366655,30JUN2017:18:14:52
5412338,15370110,30JUN2017:18:34:20
5356093,15370771,30JUN2017:18:38:49
5494948,15371126,30JUN2017:18:41:32
5494939,15372042,30JUN2017:18:48:53
5494925,15372304,30JUN2017:18:51:00
5116331,15373919,30JUN2017:19:03:54
3953930,15373942,30JUN2017:19:04:03
5495433,15374424,30JUN2017:19:08:02
5495212,15378223,30JUN2017:19:43:28
5486327,15378761,30JUN2017:19:49:37
1288662,15378815,30JUN2017:19:50:16
5487242,15379298,30JUN2017:19:55:43
5496389,15380087,30JUN2017:20:04:19
5496946,15383417,30JUN2017:20:43:59
1386027,15384707,30JUN2017:20:58:38
5497641,15386357,30JUN2017:21:18:16
4783412,15387508,30JUN2017:21:34:20
5433816,15387995,30JUN2017:21:41:15
5493547,15388706,30JUN2017:21:51:30
5497856,15388755,30JUN2017:21:52:10
5498009,15389518,30JUN2017:22:03:57
5459969,15389897,30JUN2017:22:10:14
5477970,15390030,30JUN2017:22:12:20
5498746,15391636,30JUN2017:22:37:59
5495007,15391678,30JUN2017:22:38:39
5499261,15393007,30JUN2017:23:02:27
5496574,15393209,30JUN2017:23:06:43
5499389,15393256,30JUN2017:23:07:25
4790932,15393383,30JUN2017:23:09:24
2342321,15393566,30JUN2017:23:12:37
5497766,15393574,30JUN2017:23:12:41
2848731,15393680,30JUN2017:23:14:25
4856695,15393790,30JUN2017:23:16:02
5499253,15393995,30JUN2017:23:19:52
5499478,15394041,30JUN2017:23:20:42
2571190,15394197,30JUN2017:23:23:43
3129011,15394261,30JUN2017:23:24:50
3301509,15394366,30JUN2017:23:26:41
1578669,15394570,30JUN2017:23:30:27
3545954,15394636,30JUN2017:23:31:38
5494679,15395104,30JUN2017:23:40:18
4168572,15395294,30JUN2017:23:44:12
2682851,15395398,30JUN2017:23:46:05
4693905,15395530,30JUN2017:23:48:19
5443174,15395981,30JUN2017:23:55:55
5410925,15396395,01JUL2017:00:04:55
3319930,15396428,01JUL2017:00:05:29
5500234,15396510,01JUL2017:00:07:22
1664739,15397011,01JUL2017:00:19:20
5500457,15397106,01JUL2017:00:21:49
5500458,15397125,01JUL2017:00:22:08
5500341,15398123,01JUL2017:00:48:47
2720250,15398163,01JUL2017:00:49:43
5293519,15398188,01JUL2017:00:50:19
5500816,15398343,01JUL2017:00:55:06
5500787,15398362,01JUL2017:00:55:31
4565846,15398369,01JUL2017:00:55:48
2678235,15398808,01JUL2017:01:07:49
1865042,15398981,01JUL2017:01:13:05
4903680,15399025,01JUL2017:01:14:20
4114733,15399159,01JUL2017:01:18:19
5495428,15399550,01JUL2017:01:30:56
3867886,15400091,01JUL2017:01:50:40
4406431,15400860,01JUL2017:02:16:04
5355173,15401315,01JUL2017:02:33:02
1781015,15402219,01JUL2017:03:10:50
1830299,15402441,01JUL2017:03:22:21
4977313,15403421,01JUL2017:04:15:58
2026400,15403574,01JUL2017:04:25:27
4639076,15403759,01JUL2017:04:35:59
2403169,15404199,01JUL2017:05:02:32
3304609,15404719,01JUL2017:05:33:33
4594107,15405244,01JUL2017:06:03:01
1857404,15405575,01JUL2017:06:17:27
3176274,15405617,01JUL2017:06:19:07
2263168,15406165,01JUL2017:06:40:36
299008,15406578,01JUL2017:06:55:31
2466257,15406610,01JUL2017:06:56:37
5487853,15406725,01JUL2017:07:00:41
5494681,15407906,01JUL2017:07:31:50
2720134,15408322,01JUL2017:07:42:23
1285200,15408436,01JUL2017:07:45:15
5014217,15408470,01JUL2017:07:45:52
5429423,15408762,01JUL2017:07:52:52
432168,15409202,01JUL2017:08:03:18
5224446,15409403,01JUL2017:08:07:21
2893949,15410135,01JUL2017:08:22:10
344927,15411284,01JUL2017:08:44:12
1536668,15411987,01JUL2017:08:55:34
